"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Sunny Day Real Estate","Matthew","M","13","Jones","253.43955","paid","Janesville-Beloit, WI","392","Every Shining Time You Arrive (Album)","36"
"Eminem","Tegan","F","49","Levine","212.00934","paid","Portland-South Portland, ME","416","I'm Shady","80"
"Westside Connection","Matthew","M","14","Jones","223.60771","paid","Janesville-Beloit, WI","392","Call 9-1-1 (Explicit)","36"
"Kitty Wells & Roy Drusky","Matthew","M","15","Jones","140.64281","paid","Janesville-Beloit, WI","392","Remember Me_ I'm The One Who Loves You","36"
"Big Shug","Matthew","M","16","Jones","140.56444","paid","Janesville-Beloit, WI","392","It Just Don't Stop","36"
"Miguel Calo","Matthew","M","17","Jones","171.17995","paid","Janesville-Beloit, WI","392","El Cuatrero","36"
"Jimi Hendrix","Matthew","M","18","Jones","241.24036","paid","Janesville-Beloit, WI","392","All Along The Watchtower","36"
"Mangataot","Matthew","M","19","Jones","356.62322","paid","Janesville-Beloit, WI","392","Kalidafun Parts 1&2","36"
"Scott Walker","Matthew","M","20","Jones","199.6273","paid","Janesville-Beloit, WI","392","Rosemary","36"
"Styx","Matthew","M","21","Jones","247.64036","paid","Janesville-Beloit, WI","392","Blue Collar Man (Long Nights)","36"
"Aventura","Matthew","M","22","Jones","240.43057","paid","Janesville-Beloit, WI","392","Su veneno","36"
"Katy Perry","Matthew","M","23","Jones","233.53424","paid","Janesville-Beloit, WI","392","Hot N Cold (Manhattan Clique Remix Radio Edit)","36"
"Black Eyed Peas","Matthew","M","24","Jones","210.15465","paid","Janesville-Beloit, WI","392","Bebot","36"
"Boys Noize","Matthew","M","26","Jones","256.60036","paid","Janesville-Beloit, WI","392","Lava Lava","36"
"James Blake","Matthew","M","27","Jones","248.78975","paid","Janesville-Beloit, WI","392","Air & Lack Thereof","36"
"Aqua","Tegan","F","1","Levine","217.57342","paid","Portland-South Portland, ME","434","My Mamma Said","80"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Matthew","M","28","Jones","375.19628","paid","Janesville-Beloit, WI","392","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","36"
"Pixies","Tegan","F","2","Levine","229.3024","paid","Portland-South Portland, ME","434","Where Is My Mind?","80"
"LCD Soundsystem","Tegan","F","3","Levine","221.64853","paid","Portland-South Portland, ME","434","Drunk Girls","80"
"Phil Collins","Matthew","M","29","Jones","204.19873","paid","Janesville-Beloit, WI","392","Two Hearts","36"
"The Strokes","Matthew","M","30","Jones","218.56608","paid","Janesville-Beloit, WI","392","Reptilia","36"
"4 Skins","Kinsley","F","1","Young","165.51138","paid","Red Bluff, CA","427","Clockwork Skinhead","85"
"Kate Ryan","Matthew","M","31","Jones","239.96036","paid","Janesville-Beloit, WI","392","Scream For More","36"
"Hi-Tek","Kinsley","F","2","Young","153.67791","paid","Red Bluff, CA","427","God's Plan","85"
"Deborah Harry","Kinsley","F","3","Young","257.41016","paid","Red Bluff, CA","427","Kiss It Better","85"
"Octopus Project","Matthew","M","32","Jones","250.95791","paid","Janesville-Beloit, WI","392","All Of The Champs That Ever Lived","36"
"Escape The Fate","Matthew","M","33","Jones","217.28608","paid","Janesville-Beloit, WI","392","Something","36"
"Charttraxx Karaoke","Matthew","M","34","Jones","225.17506","paid","Janesville-Beloit, WI","392","Fireflies","36"
"Placebo","Matthew","M","35","Jones","241.52771","paid","Janesville-Beloit, WI","392","English Summer Rain","36"
"Frightened Rabbit","Matthew","M","36","Jones","146.46812","paid","Janesville-Beloit, WI","392","Man/Bag Of Sand","36"
"Darius Rucker","Matthew","M","37","Jones","181.81179","paid","Janesville-Beloit, WI","392","Don't Think I Don't Think About It","36"
"Foo Fighters","Matthew","M","38","Jones","249.99138","paid","Janesville-Beloit, WI","392","Everlong","36"
"White Denim","Chloe","F","1","Cuevas","148.55791","free","San Francisco-Oakland-Hayward, CA","405","Transparency","49"
"The Meters","Matthew","M","41","Jones","167.00036","paid","Janesville-Beloit, WI","392","Jambalaya (On The Bayou)","36"
"Ron Carter","Chloe","F","2","Cuevas","497.13587","free","San Francisco-Oakland-Hayward, CA","405","I CAN'T GET STARTED","49"
"Rihanna","Matthew","M","42","Jones","208.40444","paid","Janesville-Beloit, WI","392","Te Amo","36"
"Bayside","Matthew","M","43","Jones","156.29016","paid","Janesville-Beloit, WI","392","Kellum (Album Version)","36"
"Mariah","Matthew","M","44","Jones","432.19546","paid","Janesville-Beloit, WI","392","My All","36"
"She & Him","Chloe","F","3","Cuevas","185.15546","free","San Francisco-Oakland-Hayward, CA","405","Change Is Hard","49"
"Ladytron","Chloe","F","4","Cuevas","325.14567","free","San Francisco-Oakland-Hayward, CA","405","Sugar (Jagz Kooner Mix)","49"
"Soft","Matthew","M","45","Jones","195.7873","paid","Janesville-Beloit, WI","392","Dumb Blood","36"
"The Format","Matthew","M","46","Jones","241.10975","paid","Janesville-Beloit, WI","392","Time Bomb","36"
"Michael Jackson","Matthew","M","47","Jones","390.5824","paid","Janesville-Beloit, WI","392","In The Closet","36"
"JLS","Matthew","M","48","Jones","172.53832","paid","Janesville-Beloit, WI","392","Don't Go","36"
"Young Money featuring Lloyd","Matthew","M","49","Jones","196.33587","paid","Janesville-Beloit, WI","392","BedRock (Radio Edit) (feat.Lloyd)","36"
"Peter Tosh","Matthew","M","50","Jones","320.02567","paid","Janesville-Beloit, WI","392","Rock With Me","36"
"Nick Duffy","Matthew","M","51","Jones","235.49342","paid","Janesville-Beloit, WI","392","Motor Panir","36"
"Alanis Morissette","Matthew","M","52","Jones","175.82975","paid","Janesville-Beloit, WI","392","Right Through You (LP Version)","36"
"Muse","Matthew","M","54","Jones","209.50159","paid","Janesville-Beloit, WI","392","Supermassive Black Hole (Twilight Soundtrack Version)","36"
"Bon Iver","Matthew","M","55","Jones","242.93832","paid","Janesville-Beloit, WI","392","Brackett_ WI","36"
"Leftover Crack","Matthew","M","56","Jones","195.082","paid","Janesville-Beloit, WI","392","Burn Them Prisons","36"
"For Squirrels","Matthew","M","57","Jones","337.162","paid","Janesville-Beloit, WI","392","Mighty K.C.","36"
"Fobia","Matthew","M","58","Jones","290.40281","paid","Janesville-Beloit, WI","392","Tu Me Asustas","36"
"Indian Jewelry","Matthew","M","59","Jones","295.83628","paid","Janesville-Beloit, WI","392","Barbwire","36"
"M.O.P.","Matthew","M","60","Jones","232.6722","paid","Janesville-Beloit, WI","392","Ante Up (Robbin Hoodz Theory)","36"
"Eminem / Dr. Dre / 50 Cent","Matthew","M","61","Jones","297.482","paid","Janesville-Beloit, WI","392","Crack A Bottle","36"
"Shakira","Celeste","F","0","Williams","571.16689","free","Klamath Falls, OR","311","Estoy AquÃÂ­","53"
"Usher Featuring Lil' Jon & Ludacris","Matthew","M","62","Jones","250.38322","paid","Janesville-Beloit, WI","392","Yeah!","36"
"Rodrigo y Gabriela","Matthew","M","63","Jones","223.16363","paid","Janesville-Beloit, WI","392","Hanuman","36"
"Ramones","Matthew","M","64","Jones","149.4722","paid","Janesville-Beloit, WI","392","I Wanna Be Sedated (Remastered Album Version )","36"
"Mayday Parade","Matthew","M","65","Jones","316.9171","paid","Janesville-Beloit, WI","392","Miserable At Best (Album)","36"
"Eminem","Jayden","M","0","Graves","304.87465","paid","Marinette, WI-MI","297","Music Box","25"
"Cut Copy","Jayden","M","1","Graves","71.49669","paid","Marinette, WI-MI","297","Visions","25"
"Xandria","Theodore","M","0","Harris","216.81587","free","Red Bluff, CA","418","Calyx Virago","14"
"Missy Higgins","Jayden","M","2","Graves","274.80771","paid","Marinette, WI-MI","297","Drop The Mirror (EP Version)","25"
"Mobb Deep","Theodore","M","1","Harris","181.15873","free","Red Bluff, CA","418","Shook Ones pt. 2","14"
"Beatriz Luengo","Jayden","M","3","Graves","242.05016","paid","Marinette, WI-MI","297","Pretendo Hablarte","25"
"Evanescence","Jayden","M","4","Graves","237.11302","paid","Marinette, WI-MI","297","Bring Me To Life","25"
"OceanLab","Jayden","M","5","Graves","440.842","paid","Marinette, WI-MI","297","Clear Blue Water","25"
"Dwight Yoakam","Mohammad","M","0","Rodriguez","239.3073","free","Sacramento--Roseville--Arden-Arcade, CA","325","You're The One","88"
"The Devil Wears Prada","Mohammad","M","1","Rodriguez","205.66159","free","Sacramento--Roseville--Arden-Arcade, CA","325","Lord Xenu","88"
"Eva Cassidy","Jayden","M","6","Graves","248.86812","paid","Marinette, WI-MI","297","Take Me To The River","25"
"Mr. Oizo","Jayden","M","7","Graves","325.22404","paid","Marinette, WI-MI","297","Flat Beat","25"
"Mariah Carey","Jayden","M","8","Graves","261.642","paid","Marinette, WI-MI","297","Never Too Far","25"
"Kid Cudi Vs Crookers","Jayden","M","9","Graves","162.97751","paid","Marinette, WI-MI","297","Day 'N' Nite","25"
"Pat Martino","Jayden","M","10","Graves","355.94404","paid","Marinette, WI-MI","297","El Hombre","25"
"Jason Mraz","Jayden","M","11","Graves","218.40934","paid","Marinette, WI-MI","297","Geek In The Pink [Phil Tan Remix]","25"
"Dwight Yoakam","Jayden","M","12","Graves","239.3073","paid","Marinette, WI-MI","297","You're The One","25"
"Smokey Robinson & The Miracles","Jayden","M","13","Graves","168.9073","paid","Marinette, WI-MI","297","I Second That Emotion","25"
